"ENSEMBL","GSM2691349","GSM2691350","GSM2691351","GSM2691352","GSM2691353","GSM2691354","GSM2691355","GSM2691356","GSM2691357","GSM2691358","GSM2691359","GSM2691360"
"ENSG00000232233",1.48239460579504,0.959522891225339,1.50514585440683,0.990215779185672,1.74382895416993,1.44456063567854,1.69936033181407,2.35089486168126,1.9518812244325,2.77317750050055,2.13965155440037,2.07092256024692
"ENSG00000232280",3.51817802314324,1.81521107434057,0.960164414370793,2.82265934918085,3.75800681331732,3.67124127956058,3.79266666724628,3.26087015876632,4.13110270629171,3.76717265881978,2.85890805766705,3.29746574602061
"ENSG00000232284",0.645117514350209,0.608634045429044,0.506130953222239,0.501169945291208,0.876001258900228,0.746987328012527,0.702416989491073,0.62933713144466,0.456154050204978,0.372677438709318,0.587467372727058,0.684541406900339
"ENSG00000232312",2.00876501405433,1.53073666039721,1.72739749241531,1.84639521717188,2.49729367271748,2.11744468707962,1.06877407940773,2.22154381500595,2.40685776834103,1.34068651383972,0.877883775264309,2.03250794165342
"ENSG00000232326",0,1.20916451554829,3.08945124869488,4.504785991989,4.52874327662847,1.13753097784969,4.20616372139846,4.41198797831155,0.399175566053939,1.98095199294063,3.22047421409404,4.36040016484035
"ENSG00000232352",0.780434819166359,0.143998014131414,0.451758918178153,0.208842255294676,0.916466288697495,0.273459712342044,1.06877407940773,0.409377317048747,0.663920666604421,0.614056083980642,0.64011354574165,0.527664379236949
"ENSG00000232357",1.31414983494809,0.657453701238105,0.506130953222239,0.69869972358033,1.03146698170872,0.875632037901119,0.835144580548863,0.727898612565837,0.80220110879602,1.04342327794136,0.587467372727058,0.58187438074597
"ENSG00000232367",1.60900989951278,2.87779514792147,3.02574049227499,2.79054112182918,4.86485673771638,3.84368118027164,2.0299384323136,1.76814538300345,2.22208489220395,1.95924495085396,1.98542559655791,1.91071699732822
"ENSG00000232388",4.41619528614502,3.86717531318844,4.03484546176524,3.99105207329754,4.3333712300336,3.87992312022649,4.18559057921151,4.49480290379546,4.67791356396609,4.97083565184888,4.13176837780012,4.36813340427931
"ENSG00000232421",0.329184495097343,7.51739936584233,7.8183990343828,7.21638415948694,6.22833013018248,0,6.42521109575138,5.66105599249383,0,3.72277138104084,7.03166036150678,6.11554496350886
"ENSG00000232434",1.22204763041501,1.53073666039721,1.89976950317493,1.44008239362966,3.03638056010157,3.84368118027164,3.20261229796844,3.07676700489757,3.31878539105139,3.48522979423322,2.71907785970575,2.77633847547866
"ENSG00000232442",1.40072338612244,1.20916451554829,1.27399167815911,1.2326133906262,1.65095223538499,1.23668796409361,2.78793455433721,2.6183393539348,2.0101223628055,3.43892706011273,1.66810190208759,2.03250794165342
"ENSG00000232453",1.99027060481545,1.70341247683803,2.28900385712949,2.3509748555603,4.87772297481035,4.69420184313925,4.05558155717653,4.30828668688159,4.70754948747257,3.40721180942207,4.35290842238907,4.31310946819464
"ENSG00000232527",2.13198450629996,3.48978554442105,3.73816689703907,2.92483224383617,3.58679752516486,3.57346278445332,3.32805322712147,3.92253291238589,3.60993443253899,4.12004445709797,3.8869168442773,4.0308103955367
"ENSG00000232569",1.40072338612244,0.274918727580324,1.75010436977403,2.59365270668757,2.52372823769209,1.69757658367027,5.07778549711776,0.523545178900083,1.61913199090809,3.51529277053332,5.34716685336733,1.99304241120217
"ENSG00000232575",0.329184495097343,7.51698605182105,7.81739145712546,7.21638415948694,6.22833013018248,0,6.42521109575138,5.65949596180871,0,3.72277138104084,7.03104445860024,6.11439596980707
