"SYMBOL","logFC","AveExpr","t","P.value","adj.P.value","B","contrast","ensembleID"
"TSPAN6",-0.127733026207147,5.37058920533966,-0.592530868827835,0.564600438128136,0.705886443144315,-6.94149551726303,"HAEC-control","ENSG00000000003"
"DPM1",-0.278763292391307,4.83072764476548,-1.54990114823084,0.147376046301849,0.292332093880055,-5.91841639145969,"HAEC-control","ENSG00000000419"
"SCYL3",0.144333669966238,4.23998797247594,0.538886610990889,0.599915464923107,0.733156826123189,-6.86365017443705,"HAEC-control","ENSG00000000457"
"C1orf112",-0.773115919975193,3.07833188854868,-1.57068875681619,0.142486785598986,0.285839306381319,-5.54593411778923,"HAEC-control","ENSG00000000460"
"FUCA2",-0.681763487529906,5.93912342267278,-2.48431108559246,0.0289031509102824,0.099888622895305,-4.44520424521001,"HAEC-control","ENSG00000001036"
"GCLC",-0.0938043455041133,4.16931436969234,-0.408069329281163,0.69047937706578,0.802546440875367,-6.9033481165068,"HAEC-control","ENSG00000001084"
"NFYA",0.0267536722086135,5.13216875963725,0.149876010273139,0.883376183099306,0.929906316128508,-7.11347720617163,"HAEC-control","ENSG00000001167"
"STPG1",0.216945491579764,3.78524745333585,0.779618279776973,0.45086426301374,0.607603462792518,-6.62585988582214,"HAEC-control","ENSG00000001460"
"NIPAL3",-0.128051149028006,6.7718182559474,-0.342856029523484,0.737695427320176,0.835611531869616,-6.9969035680344,"HAEC-control","ENSG00000001461"
"LAS1L",0.0321929849617248,4.53849959634899,0.14473536018413,0.887345610138197,0.932526749580761,-7.05854248425027,"HAEC-control","ENSG00000001497"
"SEMA3F",-0.521048470607307,4.73668793420526,-2.16471705797114,0.0514915170838835,0.145651172756972,-4.97213655438025,"HAEC-control","ENSG00000001617"
"CFTR",8.29142579630651,-0.213863436461792,3.84460463107701,0.00237360039773322,0.0236862994706823,-1.25636771710355,"HAEC-control","ENSG00000001626"
"ANKIB1",-0.139517078254077,6.24785996343763,-0.568757167261039,0.580111376109899,0.717906255870439,-6.92906545575488,"HAEC-control","ENSG00000001629"
"CYP51A1",-1.67524505053732,5.13422838441975,-4.40709605407953,0.000874670528623029,0.0138657078815185,-0.908549894948433,"HAEC-control","ENSG00000001630"
"KRIT1",0.108687519743726,4.84907577217224,0.577421855068297,0.574432064838812,0.712972908513198,-6.92486975738314,"HAEC-control","ENSG00000001631"
"RAD52",1.24946157063727,3.5223639298469,4.41048915787882,0.000869516341240483,0.0138261970872964,-0.704851664745794,"HAEC-control","ENSG00000002016"
"BAD",0.283946748567031,4.90121695950654,1.80382329460316,0.0966494875442158,0.220285061342916,-5.55403524267624,"HAEC-control","ENSG00000002330"
"LAP3",-0.171182848496351,4.70665502991679,-0.418540296112898,0.683017112334486,0.797023787742121,-7.01658623753111,"HAEC-control","ENSG00000002549"
"CD99",-0.2708123179324,8.28906371523574,-1.01714916109314,0.329345081600675,0.494525381247189,-6.39540655006882,"HAEC-control","ENSG00000002586"
"HS3ST1",-1.93364709581889,0.614048720778259,-2.82778627024316,0.0153661901641102,0.0680826794554403,-3.13121252488316,"HAEC-control","ENSG00000002587"
"MAD1L1",-0.569022239966598,4.2287167620487,-1.93649456899012,0.076948263678716,0.189397454387129,-5.24853035377875,"HAEC-control","ENSG00000002822"
"LASP1",-0.974866721928539,8.58173746333957,-4.05522410445603,0.00162659834629531,0.0194380997165029,-1.37007801208659,"HAEC-control","ENSG00000002834"
"SNX11",-0.202245553658447,3.70227865333023,-0.753372410460524,0.465891127677116,0.62214976027546,-6.63638451711775,"HAEC-control","ENSG00000002919"
"M6PR",0.0475864828300177,6.44603545765119,0.191196359404051,0.851599576677617,0.911837623970662,-7.07095373157176,"HAEC-control","ENSG00000003056"
"CYP26B1",0.603870910262081,7.4186469354536,1.00939019917656,0.332899632133711,0.497704592491568,-6.50248282131718,"HAEC-control","ENSG00000003137"
"ICA1",-0.893364367023521,3.57242054250366,-2.64289156383978,0.0216105750926871,0.0830782355761275,-3.95426169440469,"HAEC-control","ENSG00000003147"
"DBNDD1",-4.05278472352096,-0.746162753624802,-2.00758631992258,0.0679782970538909,0.174543714448967,-4.16692702063854,"HAEC-control","ENSG00000003249"
"ALS2",-0.323052474626831,4.80045067636819,-2.13795488522896,0.0540044097293498,0.15027691371651,-5.0207871380544,"HAEC-control","ENSG00000003393"
"CASP10",1.3148342040529,1.21209363103065,1.85647177050298,0.0883390730609602,0.207036813883132,-4.74301100706839,"HAEC-control","ENSG00000003400"
"CFLAR",1.04930567528622,6.84315992048268,7.10364544113422,1.30913606470913e-05,0.00204682457138195,3.41603744541306,"HAEC-control","ENSG00000003402"
"TFPI",0.487229633546447,6.34163237970833,1.15001786720594,0.2727548414789,0.438405228959845,-6.44231512833325,"HAEC-control","ENSG00000003436"
"NDUFAF7",-0.00233381579277969,3.5092485297148,-0.00835639503221253,0.993471288258228,0.99622027573539,-6.87657295666836,"HAEC-control","ENSG00000003509"
"RBM5",0.649762636308923,7.07334908938249,2.10295026578553,0.0574657318474334,0.156553933457789,-5.031232517186,"HAEC-control","ENSG00000003756"
"MTMR7",0.139233712271697,0.260856736353266,0.369589844497009,0.718190336680089,0.821579798596816,-6.12183875316033,"HAEC-control","ENSG00000003987"
"SLC7A2",0.0567128007680706,2.35471313237281,0.0575362688967889,0.955074180285659,0.973694533947754,-6.55814179712965,"HAEC-control","ENSG00000003989"
"ARF5",0.187101857584038,6.89765402680644,1.10180912872354,0.292360846547471,0.458925061331249,-6.44861473469508,"HAEC-control","ENSG00000004059"
"SARM1",2.37705950898134,2.38016511494514,3.66914141597063,0.00326248094453786,0.0281190489816004,-1.78848415966051,"HAEC-control","ENSG00000004139"
"POLDIP2",-0.0986212666323993,5.98574547299265,-0.779495292701328,0.450933948825094,0.607603462792518,-6.80723143047981,"HAEC-control","ENSG00000004142"
"PLXND1",-0.730820830807774,5.66731328343939,-1.70807312440468,0.113587981826055,0.246318051878014,-5.72019708777553,"HAEC-control","ENSG00000004399"
"AK2",0.541373049122347,6.45615295054717,2.65296131392376,0.0212138810204906,0.0820538322971447,-4.13300636225945,"HAEC-control","ENSG00000004455"
"FKBP4",-0.478032439155481,6.06050294046609,-2.20219988498697,0.0481570718869754,0.139641170676356,-4.92834496859528,"HAEC-control","ENSG00000004478"
"KDM1A",0.0905497230807235,6.65280784083915,0.711474957044758,0.490521291871527,0.644230365885715,-6.81698932405591,"HAEC-control","ENSG00000004487"
"RBM6",0.268715706088051,6.63483249505905,0.85360199681288,0.410202626168688,0.569307759492934,-6.7153362805105,"HAEC-control","ENSG00000004534"
"CAMKK1",-1.45415258485748,2.37400430177443,-4.47110277338493,0.000782585476312936,0.0129096154761258,-0.414493245438715,"HAEC-control","ENSG00000004660"
"RECQL",-0.453435120937798,5.43514363149552,-1.53141515791877,0.151844961765691,0.29842351358239,-5.97762149910097,"HAEC-control","ENSG00000004700"
"VPS50",-0.250293980825313,4.13998898637026,-1.10143806821214,0.292515808073544,0.459040668399802,-6.39381418642986,"HAEC-control","ENSG00000004766"
"HSPB6",1.18206638823032,4.48857560353351,1.45822402344342,0.170697368291039,0.322787265940392,-5.9864989244239,"HAEC-control","ENSG00000004776"
"ARHGAP33",-0.0738491281049805,3.19139033086038,-0.322356108714275,0.752783570167207,0.846121348378216,-6.74353187352978,"HAEC-control","ENSG00000004777"
"NDUFAB1",-0.153517556692115,4.99126457598484,-0.582422277577385,0.571168097182188,0.711073936118082,-6.92542083607302,"HAEC-control","ENSG00000004779"
"PDK4",1.61152375452487,-3.08515026439995,1.02996344782414,0.323535573893123,0.488674503050939,-5.16546777175999,"HAEC-control","ENSG00000004799"
"SLC22A16",-0.619135910923972,-1.0908057909174,-0.805496105615672,0.436355319382107,0.593862440343351,-5.64350673566367,"HAEC-control","ENSG00000004809"
"ZMYND10",1.33597091404832,-0.415652779205067,2.46438684920616,0.0299738655342928,0.10216158062574,-3.58264698425768,"HAEC-control","ENSG00000004838"
"SLC25A13",-1.55286721325249,4.26752127984173,-3.68495580259642,0.0031699325287282,0.0275192526992599,-2.1294738410085,"HAEC-control","ENSG00000004864"
"ST7",0.960652657891277,5.94023893040131,4.38898783947865,0.000902720190680592,0.0140997909237879,-0.97802707334922,"HAEC-control","ENSG00000004866"
"CDC27",-0.504579194707114,5.90271407995522,-1.91440726769429,0.0799496923079064,0.194695429791234,-5.40090511412884,"HAEC-control","ENSG00000004897"
"HCCS",-0.654524088272999,4.09627452179165,-2.5169660639632,0.0272280938866751,0.0963431850672246,-4.29040459207198,"HAEC-control","ENSG00000004961"
"DVL2",0.521279632701597,5.35532736917341,2.61171491855901,0.0228854540279474,0.0859805838424592,-4.22766120517852,"HAEC-control","ENSG00000004975"
"PRSS22",0.124063182122815,2.50819191748404,0.225390384044483,0.825505182332584,0.89599827654027,-6.65383707568132,"HAEC-control","ENSG00000005001"
"UPF1",-0.137527830800834,6.36934831027394,-1.06816602248477,0.306665033824134,0.472957365605847,-6.51388507720054,"HAEC-control","ENSG00000005007"
"SKAP2",-0.00593696307247438,4.75280462016765,-0.0249015478537045,0.98054677109664,0.988245103711334,-7.10404551722254,"HAEC-control","ENSG00000005020"
"SLC25A5",-1.14747568580966,6.38203791841808,-5.2270857176605,0.000219157750804492,0.00735515755357471,0.500878536909248,"HAEC-control","ENSG00000005022"
"MCUB",-3.607139360748,0.90525876404584,-4.48646124257762,0.000762030871203338,0.0126731345421148,-0.280544956314456,"HAEC-control","ENSG00000005059"
"POLR2J",0.290588415326897,5.00486274088176,1.79728411558774,0.097729597936067,0.221870676666336,-5.56058581714863,"HAEC-control","ENSG00000005075"
"DHX33",-0.220765236270446,4.55172447289296,-1.08421472011338,0.299777291278354,0.46639671824986,-6.47393157458677,"HAEC-control","ENSG00000005100"
"MEOX1",-6.29751978174369,-2.82787358656458,-9.04600254130044,1.12594804595536e-06,0.000688239696192043,4.7071737887315,"HAEC-control","ENSG00000005102"
"LIG3",-0.0660983304366471,4.63658670459169,-0.422998613437781,0.679850378099101,0.794981343349763,-6.98429594385917,"HAEC-control","ENSG00000005156"
"RPAP3",-0.788348353149767,4.08636247291115,-3.26241205901322,0.00687936453964936,0.0420726599769843,-2.92898062313433,"HAEC-control","ENSG00000005175"
"ACSM3",0.943163386081756,2.10071879566998,1.39987638460044,0.187112610194857,0.34300588321431,-5.54808271985283,"HAEC-control","ENSG00000005187"
"LOC81691",-0.042403160384028,2.39995735404161,-0.127770708645319,0.900467195168841,0.940166184409785,-6.58639750118042,"HAEC-control","ENSG00000005189"
"CIAPIN1",-0.514042223664135,4.77796064621933,-2.03267057464325,0.0650517633304688,0.169600406220294,-5.18082279885769,"HAEC-control","ENSG00000005194"
"SPPL2B",1.15193022410717,6.06630648549526,3.58751635040747,0.00378610419842113,0.0305061332595638,-2.43373401845065,"HAEC-control","ENSG00000005206"
"FAM214B",-0.0739777143893745,5.7162405490458,-0.269249983734016,0.792355384628382,0.873876086529561,-7.09359697692693,"HAEC-control","ENSG00000005238"
"COPZ2",0.967341555745192,5.21687823826954,3.29313301555731,0.006500368258198,0.0409604684866556,-2.96126683130934,"HAEC-control","ENSG00000005243"
"MSL3",0.208262795123355,4.68816205910076,1.00210931522506,0.336260544390253,0.501574429332183,-6.5730071062457,"HAEC-control","ENSG00000005302"
"CREBBP",-0.35574069294567,6.08383746389896,-1.54308604030648,0.149010197675736,0.294561196293416,-5.94420951676735,"HAEC-control","ENSG00000005339"
"TSPOAP1",2.78695356451482,3.48566110175113,4.05136615554874,0.0016378291304507,0.0194704830149569,-1.21959391919379,"HAEC-control","ENSG00000005379"
"GCFC2",-0.0700209021745692,3.42538756056599,-0.261781535130203,0.797972270726628,0.877296591980602,-6.80683827602273,"HAEC-control","ENSG00000005436"
"WDR54",0.584882789570194,4.51092157866923,2.01204547193608,0.0674492772385013,0.173605765377351,-5.17364307962137,"HAEC-control","ENSG00000005448"
"CROT",0.972343978976797,5.30331686219431,2.29862118297026,0.0404957440514259,0.123807176683023,-4.76466324596732,"HAEC-control","ENSG00000005469"
"KMT2E",0.185506205058251,6.07772214525928,0.737532758496747,0.475110505512859,0.630182438921858,-6.82944147347103,"HAEC-control","ENSG00000005483"
"RHBDD2",0.41968884824038,5.82733451888931,1.47183239085446,0.167048766379496,0.318268850286305,-6.06092134366245,"HAEC-control","ENSG00000005486"
"IBTK",-0.361390162360484,4.72377293236629,-1.82475576016525,0.0932640864732059,0.214641007164668,-5.51811310573689,"HAEC-control","ENSG00000005700"
"ZNF195",-0.982242873197627,4.05404805553017,-3.60196263419076,0.00368752815565739,0.0300223360760758,-2.24424737975778,"HAEC-control","ENSG00000005801"
"MYCBP2",-0.0487673277177523,5.54312894398667,-0.200992311641488,0.844103727000139,0.906731989430614,-7.10952720554733,"HAEC-control","ENSG00000005810"
"FBXL3",-0.161612600213285,5.87896534870823,-0.468009425499476,0.648244898785332,0.770879140550353,-7.0090818352554,"HAEC-control","ENSG00000005812"
"PDK2",0.20966709136805,4.93761166073336,0.600726024548585,0.559306248683863,0.701970785538067,-6.91660273714402,"HAEC-control","ENSG00000005882"
"ITGA3",-2.64777921557599,6.79376557952448,-3.82800273284567,0.0024458305609517,0.0240462950355271,-1.87870903143049,"HAEC-control","ENSG00000005884"
"ZFX",0.0297746306179425,5.05095062057047,0.0975952078808047,0.923880530742409,0.955520694933228,-7.11104441404585,"HAEC-control","ENSG00000005889"
"LAMP2",-0.24532501905792,7.42134883724034,-0.910580568647702,0.380616331493686,0.542697803428137,-6.57438871360418,"HAEC-control","ENSG00000005893"
"ITGA2B",1.0417912273587,-0.0556081004830317,1.60261852696502,0.135250939309665,0.275757606602448,-4.93486117606855,"HAEC-control","ENSG00000005961"
"GDE1",-0.427749643863138,6.19675690702729,-1.96307618512281,0.0734736607266398,0.183921407325227,-5.31255418270272,"HAEC-control","ENSG00000006007"
"C19orf60",0.826351292791176,4.48578988949847,4.0357019353281,0.00168425896606856,0.0196010511338658,-1.52811908981924,"HAEC-control","ENSG00000006015"
"CRLF1",0.164002684875461,2.1318663386432,0.154617727615716,0.879717728094598,0.928392344365307,-6.47868078867171,"HAEC-control","ENSG00000006016"
"OSBPL7",1.03644237685577,4.88547540094015,3.74799834953854,0.00282695381634656,0.0259495611540974,-2.10213938134656,"HAEC-control","ENSG00000006025"
"TMEM98",0.398622927982577,3.69250956495327,0.947423855156018,0.362291787165495,0.525562550679567,-6.42281493538296,"HAEC-control","ENSG00000006042"
"YBX2",-2.3423731198758,-1.1847838001758,-3.40149412635852,0.00532448948475841,0.0364937973098998,-1.98525924866464,"HAEC-control","ENSG00000006047"
"MAP3K14",0.166847824514091,4.9412361199143,0.439717439504465,0.668032204401991,0.786894732359047,-7.00001682175441,"HAEC-control","ENSG00000006062"
"TMEM132A",0.0276084532445182,6.86552359078032,0.0881987120599893,0.931187668871262,0.959702211906142,-7.05606651534224,"HAEC-control","ENSG00000006118"
"AP2B1",-0.279775882690902,8.03825581117328,-0.822922467504586,0.426758033560727,0.584424856048581,-6.57489079559411,"HAEC-control","ENSG00000006125"
"ZNF263",0.618156922078851,4.6922143016103,2.66866219518495,0.0206095714361442,0.0806324257317184,-4.07286002388583,"HAEC-control","ENSG00000006194"
"CX3CL1",1.1889822309341,-0.238618420493653,0.647318403459653,0.529732700201964,0.676236967907529,-5.80784699955313,"HAEC-control","ENSG00000006210"
"SPATA20",0.241562964547456,6.02890286651513,0.963205741772999,0.354636300173987,0.51963304801234,-6.64945947477216,"HAEC-control","ENSG00000006282"
"TNFRSF12A",-0.718930615176334,7.13810281610651,-2.23248177039968,0.0456136891050497,0.13462088195297,-4.82037932685559,"HAEC-control","ENSG00000006327"
"MAP3K9",-0.898137899464305,4.08429299110827,-2.61987020411625,0.0225450220244893,0.0851682613836648,-4.1001386211485,"HAEC-control","ENSG00000006432"
"RALA",-0.527045379732438,5.52426220724066,-2.63797669202937,0.0218068286315925,0.0834928281489202,-4.18299650456873,"HAEC-control","ENSG00000006451"
"BAIAP2L1",-0.258512314466628,6.39976656299558,-1.71909210469348,0.1115121295358,0.243184755567827,-5.67928417907097,"HAEC-control","ENSG00000006453"
"KDM7A",0.165981444476047,3.91507340780746,0.556628243574357,0.588111020088139,0.723933729735038,-6.79143172496091,"HAEC-control","ENSG00000006459"
"ETV1",-2.75353572232252,-0.607587205400983,-2.87314520301306,0.0141302262278287,0.0647624029004661,-2.97093138270894,"HAEC-control","ENSG00000006468"
"AGK",-0.383419179519264,3.51178373325634,-1.9059940846788,0.0811209319733466,0.196473031231063,-5.18219849677759,"HAEC-control","ENSG00000006530"
"ALDH3B1",1.40035609024697,4.60694416160528,4.21678217220637,0.00122120594528387,0.0165308343178324,-1.21452326446682,"HAEC-control","ENSG00000006534"
"TTC22",0.424413305987974,3.76830528707691,1.77169045793369,0.102062425038535,0.22874137341802,-5.43376665268421,"HAEC-control","ENSG00000006555"
"PHTF2",-1.10640263414976,4.79531163614673,-3.87059056380428,0.00226492103641396,0.0231841149466539,-1.89388359233836,"HAEC-control","ENSG00000006576"
"FARP2",-0.375429074445536,5.1184044230554,-2.03791170598717,0.064455280770022,0.168595426804203,-5.20244756716542,"HAEC-control","ENSG00000006607"
"GGCT",-0.615766165437173,4.37070506291348,-2.54812360070544,0.0257180945692121,0.0926410235025501,-4.26207462535207,"HAEC-control","ENSG00000006625"
"DBF4",-2.32648135480085,2.06565938817113,-4.20830304084079,0.00123962538662914,0.0166097011176629,-0.85621624366767,"HAEC-control","ENSG00000006634"
"TBXA2R",0.336668964286967,0.508111132214752,0.559306877381862,0.586339370159913,0.722972496059655,-6.1246249003436,"HAEC-control","ENSG00000006638"
"IFRD1",0.671263093449946,5.4189860802229,1.97511773787649,0.0719477861582662,0.181183314755052,-5.3040626283464,"HAEC-control","ENSG00000006652"
"COX10",-0.129536923634219,3.65969181646563,-0.843347046844738,0.4156879362269,0.574362928730606,-6.55288624970922,"HAEC-control","ENSG00000006695"
"GTF2IRD1",0.26618366130423,4.48530824442697,0.949911744170706,0.361077244060492,0.524760289638528,-6.58804431064413,"HAEC-control","ENSG00000006704"
"PAF1",-0.164488702910075,5.47959115933249,-1.13774272471747,0.277648249825466,0.443707586609603,-6.47064021677725,"HAEC-control","ENSG00000006712"
"VPS41",0.0314268414950636,5.35439537038162,0.129655007645575,0.899008158314556,0.939074071694495,-7.12282274507213,"HAEC-control","ENSG00000006715"
"ARHGAP44",-0.872174979748815,1.68323341601566,-2.71701539820573,0.0188528709793881,0.0764864067877648,-3.45986321914267,"HAEC-control","ENSG00000006740"
"ELAC2",-0.526599986424909,5.7570446984029,-2.17938445651434,0.0501615207611355,0.143293671497851,-4.97738120932342,"HAEC-control","ENSG00000006744"
"SCIN",-0.153077047168911,1.69374137871109,-0.215172459137832,0.833281509583754,0.900752498322344,-6.51532260263385,"HAEC-control","ENSG00000006747"
"ARSD",0.226924749072481,5.78441465143746,0.960145687007678,0.356111592802436,0.52102762706688,-6.65410444099569,"HAEC-control","ENSG00000006756"
"PNPLA4",0.268038137696465,3.93098184616396,0.806043944652161,0.436051478637644,0.593739629329461,-6.62822231260766,"HAEC-control","ENSG00000006757"
"ADIPOR2",-0.974567102332561,5.69992178728778,-6.44579575423734,3.32914919393034e-05,0.00306971194609565,2.42353652951149,"HAEC-control","ENSG00000006831"
"CDKL3",1.08923258973256,1.31677265566975,2.68358104582359,0.0200510479697366,0.0794925828137913,-3.44510173349094,"HAEC-control","ENSG00000006837"
"MARK4",0.171129935189122,5.14291223837049,0.703245135245798,0.495451005620411,0.648137426173847,-6.86400545632744,"HAEC-control","ENSG00000007047"
"CCDC124",0.360315182455354,5.26420685928137,1.41901764488979,0.181587574725138,0.336106328179336,-6.11682686366504,"HAEC-control","ENSG00000007080"
"PAFAH1B1",-0.387520809949276,7.23992275667698,-1.94734242078367,0.0755124085563719,0.186898008661681,-5.25508519099431,"HAEC-control","ENSG00000007168"
"KIAA0100",-0.476014865603478,7.11477467494883,-2.00016421050912,0.0688673771251908,0.175841444820883,-5.17327554724741,"HAEC-control","ENSG00000007202"
"GAS7",-4.22059382320985,-1.01398347637074,-8.70227486429764,1.68683225629925e-06,0.000876196901663707,4.8697281533043,"HAEC-control","ENSG00000007237"
"TRAPPC6A",0.783969404523501,3.54919543898086,2.04797820510031,0.0633238953235872,0.166720115265113,-4.92849414638245,"HAEC-control","ENSG00000007255"
"ST7L",-0.145768384352291,2.93206086399213,-0.503321198262418,0.623937889119105,0.751900404156137,-6.58847856630015,"HAEC-control","ENSG00000007341"
"PAX6",0.615002023139739,-0.306118283880698,1.34888795388546,0.202516615919628,0.361551939867351,-5.22472946977679,"HAEC-control","ENSG00000007372"
"RPUSD1",0.0291808779428138,4.06948982614264,0.178596180848384,0.861263446051989,0.917185264928086,-6.97377029607777,"HAEC-control","ENSG00000007376"
"RHBDF1",0.109812115122722,5.8140110613059,0.515701058480676,0.61552257843599,0.744921933487032,-6.99237253091932,"HAEC-control","ENSG00000007384"
"LUC7L",0.647990293315296,5.34869001301083,1.65023447843476,0.125056450588561,0.262111564133565,-5.79792294041475,"HAEC-control","ENSG00000007392"
"CACNA2D2",1.91120698948063,0.845323700018601,4.36434569259681,0.000942402971363945,0.0142854722789536,-0.463340881789823,"HAEC-control","ENSG00000007402"
"TSR3",0.190888529702866,4.89755960993929,1.44313279930737,0.174822152373224,0.327710044560561,-6.06513048938385,"HAEC-control","ENSG00000007520"
"PIGQ",0.428967552560357,5.33569304607858,3.16450346672414,0.00824286770780098,0.0469334100576829,-3.22072328963233,"HAEC-control","ENSG00000007541"
"CRAMP1",0.0730298657832797,5.03954395689898,0.319308841869304,0.755035713448962,0.847613394040428,-7.06831700775209,"HAEC-control","ENSG00000007545"
"TEAD3",0.381037267837919,7.1058330200873,1.22493425712817,0.24432687148493,0.406985102976982,-6.29023734177813,"HAEC-control","ENSG00000007866"
"DNAJC11",-0.2093163168437,5.42835636541092,-0.952541469018533,0.359796599733454,0.523942660839773,-6.65848974430607,"HAEC-control","ENSG00000007923"
"MYLIP",0.312733362110974,3.68000550581996,0.532176897283709,0.604411213322796,0.736744363048274,-6.82691586194911,"HAEC-control","ENSG00000007944"
"E2F2",-1.93017756478148,-0.657040203077435,-2.76686213454967,0.0171964346153216,0.0725425123471998,-3.06617115704407,"HAEC-control","ENSG00000007968"
"PSMB1",-0.0322061723323825,6.50368007126847,-0.220604703158493,0.829144959324444,0.898744678003626,-7.07428412115443,"HAEC-control","ENSG00000008018"
"JARID2",0.560975583680591,5.07329909527356,2.82628078672571,0.0154090017525582,0.068138046058489,-3.83515538944605,"HAEC-control","ENSG00000008083"
"CDKL5",0.23987229399689,4.32881940451479,0.940516210953574,0.365679124089426,0.52811657003573,-6.5840006928552,"HAEC-control","ENSG00000008086"
"CDK11A",0.61398591555566,4.55890014041706,1.59337879486166,0.137311183649914,0.278718272087613,-5.80098852824777,"HAEC-control","ENSG00000008128"
"NADK",0.0187815271003222,5.7895830081998,0.0725524867335337,0.943369101569818,0.96682148699523,-7.13096897434821,"HAEC-control","ENSG00000008130"
"DLEC1",1.70335084844826,0.554406106781982,4.0682809706602,0.00158917617423439,0.0191970018008484,-0.938389247442005,"HAEC-control","ENSG00000008226"
"CYTH3",-0.574030977862414,5.53856134637254,-2.26560821930078,0.0429777724264317,0.129389997627721,-4.8321618518839,"HAEC-control","ENSG00000008256"
"ADAM22",-0.0405607547638442,-1.23196211715801,-0.067213645300429,0.947529270857325,0.969305826573699,-5.91492212007664,"HAEC-control","ENSG00000008277"
"SYPL1",-0.49389893170361,6.3094674660371,-1.38311927307775,0.192063927824722,0.348704670545571,-6.14043785389953,"HAEC-control","ENSG00000008282"
"CYB561",0.281260743684703,6.07820820476006,1.07457863782127,0.30389878330848,0.470180176756954,-6.53053236247146,"HAEC-control","ENSG00000008283"
"SPAG9",-0.0807568142377928,7.15061437577669,-0.430458027828414,0.674566246369882,0.791727484912395,-6.93833482271042,"HAEC-control","ENSG00000008294"
"CELSR3",1.00924677535873,2.66234990272202,2.08331044967377,0.0594978505840863,0.16005265343682,-4.63328567052701,"HAEC-control","ENSG00000008300"
"AASS",-3.07924775675641,0.276702394130837,-4.96459710217093,0.000337950985566761,0.0086643287920042,0.515862461535737,"HAEC-control","ENSG00000008311"
"PLEKHG6",0.219909345625391,4.87955433236507,0.548864762737934,0.593261540391256,0.727933547500836,-6.94394507802624,"HAEC-control","ENSG00000008323"
"SS18L2",0.256107970053705,2.88615391111401,0.957477797531138,0.357401381094224,0.522107984236941,-6.24252729631319,"HAEC-control","ENSG00000008324"
"MPND",-0.23589860683304,3.49155396730116,-1.42396182190408,0.180182873225747,0.334499608467575,-5.85834572077739,"HAEC-control","ENSG00000008382"
"MGST1",-0.465911666476224,4.05030905214543,-0.400361286354015,0.695994483091804,0.805139611143807,-6.88765393681282,"HAEC-control","ENSG00000008394"
"CRY1",-0.352371535806005,3.16372315090406,-1.06902481143355,0.306293482690559,0.472711829332176,-6.19733197052872,"HAEC-control","ENSG00000008405"
"NFIX",-0.496882551743404,3.96638925112009,-1.20612340793768,0.251235213062063,0.414600391273708,-6.26615051037119,"HAEC-control","ENSG00000008441"
"ST3GAL1",0.41236454871107,6.70704071553285,1.1263178511341,0.282263139981159,0.448689840898337,-6.43507384161958,"HAEC-control","ENSG00000008513"
"MMP25",0.832575033218125,0.756621157939107,1.48527764504025,0.163509111163837,0.313865789512943,-5.24169632007641,"HAEC-control","ENSG00000008516"
"IL32",-0.428652300665661,4.36183019040232,-0.387027340455722,0.705577819849465,0.812639997539853,-6.87867530770626,"HAEC-control","ENSG00000008517"
"PKD1",0.144413700148937,6.27030734731814,0.88342730554608,0.394527045167709,0.555356070251685,-6.70750601084855,"HAEC-control","ENSG00000008710"
"MAPK8IP2",0.993498335589743,0.466118718629469,1.8577151899091,0.0881508944876089,0.206751262612945,-4.62714831010271,"HAEC-control","ENSG00000008735"
"MED24",0.0908308848817532,5.78286647354941,0.505382825756726,0.622532579902274,0.751019988590009,-6.99726003059194,"HAEC-control","ENSG00000008838"
"RHOBTB2",0.322505588172195,5.52738826197974,1.28877105818407,0.222002774094075,0.383150872600285,-6.29630418455264,"HAEC-control","ENSG00000008853"
"HEATR5B",-0.437442166050437,4.85269037431592,-2.90110774060369,0.0134180486282369,0.0626778932175708,-3.68000449924897,"HAEC-control","ENSG00000008869"
"SEC62",-0.246608714139742,6.54242669960817,-1.72458938508106,0.110489190605154,0.241765078477854,-5.66560788202019,"HAEC-control","ENSG00000008952"
"RPS20",0.501777646075405,8.95454617675945,1.78027147670307,0.100590833152578,0.226813334252152,-5.36773191257895,"HAEC-control","ENSG00000008988"
"CSDE1",-0.152652458923439,8.7453101514,-0.6290748763875,0.541204738033016,0.687054454808024,-6.65380888270663,"HAEC-control","ENSG00000009307"
"UBE3C",-0.608939964102349,6.44391167020994,-2.36092855076741,0.036180036629202,0.115021819474851,-4.62655152964448,"HAEC-control","ENSG00000009335"
"REV3L",-0.333916475802654,5.00397460715787,-1.78623349897753,0.0995796493690606,0.225011536019462,-5.59590084689865,"HAEC-control","ENSG00000009413"
"MASP2",1.15591699077381,0.648474370924027,1.80558832337713,0.0963598012144876,0.21972121485592,-4.75134553561203,"HAEC-control","ENSG00000009724"
"FAM76A",0.091585129503871,2.9698157081934,0.414474378422993,0.685910636924984,0.798952122808026,-6.65771869221689,"HAEC-control","ENSG00000009780"
"POMT2",-0.202592859368256,4.97015723486805,-0.788567835525094,0.445811862333791,0.602836363306792,-6.77877721997018,"HAEC-control","ENSG00000009830"
"VTA1",-0.433383334700465,5.66441920501209,-1.99598061677291,0.0693732609311562,0.176814446367388,-5.28078092069692,"HAEC-control","ENSG00000009844"
"BAZ1B",-0.642709251126034,6.27585854944586,-4.05249942991689,0.00163452178850748,0.0194704830149569,-1.56286527079929,"HAEC-control","ENSG00000009954"
