"SYMBOL","logFC","AveExpr","t","P.value","adj.P.value","B","contrast","ensembleID"
"KLHL24",0.0124027049711879,4.78739455324203,0.0258161072290497,0.979832481190189,0.988651227297767,-7.0048946455454,"HLC-control","ENSG00000114796"
"DNAH1",0.865007190708396,3.0048965720291,2.80656025046229,0.0159808354187607,0.0676342635335546,-3.45496778496669,"HLC-control","ENSG00000114841"
"SSR3",-0.999822241265802,6.75735043161941,-2.5718803083239,0.0246219178644142,0.0880613601287965,-4.17576296927748,"HLC-control","ENSG00000114850"
"ZBTB47",-0.0931499657933683,5.68228721262397,-0.256643302130951,0.801843542966393,0.868569696572803,-7.02784548590986,"HLC-control","ENSG00000114853"
"TNNC1",0.711712497201429,1.07184721320699,1.80615368832165,0.0962671763172179,0.209779248853476,-4.79802644835129,"HLC-control","ENSG00000114854"
"NKTR",0.677946008520233,6.843793465418,2.95459311109945,0.0121539073228722,0.0572707401912057,-3.50137557465048,"HLC-control","ENSG00000114857"
"CLCN2",0.803035063554668,2.80167203228301,3.13167526158044,0.00875860740711804,0.0474456640546031,-2.84292610806318,"HLC-control","ENSG00000114859"
"FOXP1",-0.153104153119735,5.55667974341704,-0.895651638709703,0.388221900519482,0.541752289466172,-6.64722214380712,"HLC-control","ENSG00000114861"
"EIF4G1",-0.599739804453051,8.85114742403401,-2.45480691547051,0.0305022745740096,0.100493115355882,-4.20345051624464,"HLC-control","ENSG00000114867"
"SPCS1",0.096402535808628,6.16457527668014,0.64052320301602,0.533989338919472,0.66804398429529,-6.83704101175807,"HLC-control","ENSG00000114902"
"NEK4",-0.352178849331244,3.47340576391392,-1.7666890283694,0.102929035241853,0.219267690522734,-5.30823061469651,"HLC-control","ENSG00000114904"
"SLC4A3",-0.708038400305375,3.87529361871447,-2.05050768055829,0.0630425291125438,0.15932399143055,-4.99180191407343,"HLC-control","ENSG00000114923"
"INO80D",-0.136704009438835,3.01609617338517,-0.583226581971365,0.57064402952747,0.698315212197783,-6.51626305187377,"HLC-control","ENSG00000114933"
"EEF1B2",0.191925544695825,6.88257105708475,0.838485754540031,0.418305247151907,0.569912153366119,-6.62565115222074,"HLC-control","ENSG00000114942"
"DGUOK",0.723911639227713,5.27157231210013,4.51361536219253,0.000727055537469672,0.0133134035727261,-0.699953962756224,"HLC-control","ENSG00000114956"
"MOB1A",-0.729010853817425,6.63220797017323,-3.72937299122959,0.00292412544207898,0.0265539899556625,-2.08633097457156,"HLC-control","ENSG00000114978"
"KANSL3",0.585461882627549,5.8334870796823,2.60571837700539,0.0231389778472823,0.0847812583574418,-4.17957341852873,"HLC-control","ENSG00000114982"
"LMAN2L",0.445450171622257,4.44762485627218,2.93215911659409,0.0126690028010201,0.0586453584442826,-3.50849186127168,"HLC-control","ENSG00000114988"
"RTKN",0.311202566025522,6.15783092577094,1.17410050350473,0.263348575986015,0.413477164694213,-6.34528674547894,"HLC-control","ENSG00000114993"
"TTL",-0.745034190230608,4.24122362846128,-1.8259902755972,0.0930678208239338,0.205218034795438,-5.41084188676912,"HLC-control","ENSG00000114999"
"IL1A",4.14324666900488,1.98481050222962,3.0391344717161,0.0103938687442089,0.0526453889360566,-2.76228401456531,"HLC-control","ENSG00000115008"
"CCL20",4.25892235823018,0.961478901787383,3.2242684253871,0.00738119132855892,0.0433224498956436,-2.32958173874699,"HLC-control","ENSG00000115009"
"PIKFYVE",-0.705173933163754,5.07298897728981,-3.56903773423398,0.00391613390649048,0.0307550714608059,-2.3927741929438,"HLC-control","ENSG00000115020"
"KCNIP3",1.56976741117919,4.06420443928404,3.06330475972343,0.00993929646003023,0.051218272730374,-3.13474943870155,"HLC-control","ENSG00000115041"
"FAHD2A",0.741065417110955,4.62093499367942,3.46930017628522,0.00470098674852681,0.0337578161637379,-2.53308270813787,"HLC-control","ENSG00000115042"
"NCL",-0.395739187581434,8.35060007457749,-1.86103006412421,0.0876510040797789,0.197369595374771,-5.22006665277809,"HLC-control","ENSG00000115053"
"ACTR1B",0.0310355047835875,5.81053071634283,0.213190971715168,0.83479168155632,0.891929761311433,-7.04127047461083,"HLC-control","ENSG00000115073"
"SLC35F5",-0.275727443042055,5.76238424694222,-0.856276311047983,0.4087801760146,0.561185929242844,-6.68007315894852,"HLC-control","ENSG00000115084"
"ACTR3",-0.82827872632344,7.02501502265054,-1.92091979415346,0.0790537226243899,0.183837361536467,-5.24105132722675,"HLC-control","ENSG00000115091"
"STEAP3",-1.77036313128911,-0.0619820612438586,-1.18424526756288,0.259462658678236,0.409355736578208,-5.58773851189674,"HLC-control","ENSG00000115107"
"EPB41L5",0.148695848497003,3.62356717268676,0.592369277532221,0.564705102009298,0.693771649685501,-6.66419176028785,"HLC-control","ENSG00000115109"
"TFCP2L1",-0.646208665876466,-0.829857314650597,-0.842434481970938,0.41617842470598,0.568238709558686,-5.68328697014843,"HLC-control","ENSG00000115112"
"SF3B6",0.260616145138052,5.73385223033224,1.80652811577037,0.0962058773713081,0.209704320475185,-5.51579615747274,"HLC-control","ENSG00000115128"
"TP53I3",0.688894692656371,6.93058450937603,1.47515563994781,0.166167872757904,0.303101247944096,-5.92293844326016,"HLC-control","ENSG00000115129"
"DNAJC27",-0.25408247804963,2.49044437571683,-0.826381249624046,0.424869813593423,0.576067719936162,-6.18623104943873,"HLC-control","ENSG00000115137"
"POMC",0.905610217833063,-0.722587297958861,2.37579760108221,0.0352173834825794,0.110073494689181,-3.66672677643068,"HLC-control","ENSG00000115138"
"STAM2",-0.333874571664258,4.61111134649605,-2.21449306777531,0.0471087516694877,0.132594012460019,-4.79851886097063,"HLC-control","ENSG00000115145"
"GPD2",-0.992998334545161,4.15029659556983,-2.37686309452306,0.0351493555718229,0.109964346090286,-4.4379333951384,"HLC-control","ENSG00000115159"
"CENPA",-2.88651867728823,0.363599317803687,-3.6585992092248,0.00332570947013031,0.0283160528204353,-1.66472743040564,"HLC-control","ENSG00000115163"
"ACVR1",-0.40682570584655,4.16508313667134,-1.46980126506005,0.167589105862733,0.304908468961934,-5.87737495613328,"HLC-control","ENSG00000115170"
"TANC1",-0.704882791551699,4.76452636663526,-2.62300383776918,0.0224155358508057,0.0830285940487532,-4.08925910902434,"HLC-control","ENSG00000115183"
"MPV17",1.00948251577968,5.26340071418544,5.58802725104006,0.000122733247329393,0.00636256143682716,1.13722475874642,"HLC-control","ENSG00000115204"
"GTF3C2",-0.168384202466254,5.81962307882239,-1.08427393737736,0.299752093983832,0.453234706049879,-6.46049484133576,"HLC-control","ENSG00000115207"
"EIF2B4",0.375733904365672,5.04967278638134,1.4083873374963,0.184638864115145,0.325984376405325,-6.06036961983497,"HLC-control","ENSG00000115211"
"NRBP1",-0.11587078200898,7.24448018363644,-0.863798382089966,0.404797054748723,0.55728885097176,-6.57814988560365,"HLC-control","ENSG00000115216"
"ITGB6",-0.649728714697579,10.1616582706574,-1.07077715564307,0.305536384899551,0.459306722543864,-6.0884762952075,"HLC-control","ENSG00000115221"
"FNDC4",-0.562256054587883,3.47822519448502,-1.44576505730818,0.174096698135695,0.312731855567555,-5.80685131394372,"HLC-control","ENSG00000115226"
"PSMD14",-0.215409298325009,5.3723320836021,-0.497582054081682,0.627858122321207,0.743119635434557,-6.93166076455333,"HLC-control","ENSG00000115233"
"SNX17",0.124379923034921,6.60025249746593,0.842984383696415,0.415882815438569,0.567984392022718,-6.65676370800557,"HLC-control","ENSG00000115234"
"ASB3",0.178832765906765,3.6516817901617,0.804818826033625,0.436731140606409,0.585224986161293,-6.49762656043188,"HLC-control","ENSG00000115239"
"PPM1G",-0.138209145357828,5.86857250994518,-0.554601401658157,0.589453431361838,0.713211648490685,-6.89393284001016,"HLC-control","ENSG00000115241"
"PDE1A",2.17339028950035,-0.114051881689357,2.48774850194975,0.0287222186588866,0.0970464729751584,-3.47705853599504,"HLC-control","ENSG00000115252"
"REEP6",0.631378528378796,3.07019467940192,1.45313123851868,0.172080054116844,0.310433373848435,-5.66622528543578,"HLC-control","ENSG00000115255"
"PCSK4",1.09882199808396,2.1918121649614,2.97474211847476,0.011709118300741,0.0561598000863179,-2.99098228172074,"HLC-control","ENSG00000115257"
"APC2",-0.159048833311035,1.24185758486631,-0.378646268360173,0.711628710639065,0.804973156060434,-6.22849678512724,"HLC-control","ENSG00000115266"
"IFIH1",-1.43179950271039,3.89618401668186,-0.882815472214148,0.394844451449572,0.547992615509324,-6.3506707751752,"HLC-control","ENSG00000115267"
"RPS15",0.647768659604366,7.91374917371171,2.93111724127951,0.0126934467852593,0.0586775381948074,-3.45018349408583,"HLC-control","ENSG00000115268"
"GCA",-0.796653003069084,2.03514034262493,-1.21794613372024,0.246875507322886,0.396032636464127,-5.7666855247823,"HLC-control","ENSG00000115271"
"INO80B",0.67354710869174,3.82313605527314,2.75607866167372,0.0175421386450303,0.0714290949844546,-3.7073214368236,"HLC-control","ENSG00000115274"
"MOGS",0.213279275714528,6.63926858400639,1.14690465862445,0.273989554030364,0.425002908665654,-6.36411236662693,"HLC-control","ENSG00000115275"
"TTC31",0.0291004278890075,4.82222143632886,0.162038720959594,0.873997942640125,0.918664483696208,-7.0119472875504,"HLC-control","ENSG00000115282"
"NDUFS7",0.31426897353985,4.48896883803136,1.7179830470962,0.111719523924021,0.230467860561197,-5.56449399273807,"HLC-control","ENSG00000115286"
"PCGF1",0.838105567118381,3.7067632599197,3.28091095190821,0.00664855105692116,0.0409341648044261,-2.73933770425163,"HLC-control","ENSG00000115289"
"GRB14",-1.35217827153028,0.45820399545785,-2.65831024234566,0.0210060776600748,0.0798434206867779,-3.3871722394509,"HLC-control","ENSG00000115290"
"CLIP4",-3.40045006579549,1.66137599583623,-4.482986779945,0.000766631047479341,0.0136805686239159,-0.32233843623744,"HLC-control","ENSG00000115295"
"SPTBN1",-0.557124940141275,9.7296406667774,-1.88855013119178,0.0835996048989806,0.191016516589562,-5.04112910061511,"HLC-control","ENSG00000115306"
"AUP1",0.7239437877246,6.41952515291994,1.98465928521132,0.0707595607433383,0.171543319486404,-5.20248951176862,"HLC-control","ENSG00000115307"
"RTN4",-0.251675840941708,8.68575324751493,-0.928901169197606,0.371425078846168,0.524220360806072,-6.37482906997545,"HLC-control","ENSG00000115310"
"HTRA2",0.406061656492821,4.31160857570281,2.01846285259605,0.0666946454987241,0.165487337364224,-5.08698394003841,"HLC-control","ENSG00000115317"
"LOXL3",-0.424529789624237,-1.02156124197015,-0.617142329920164,0.548783560908223,0.680596436898754,-5.79518792333258,"HLC-control","ENSG00000115318"
"DOK1",-0.0982815235301583,0.774855946740894,-0.216757150412417,0.832074252079741,0.889925399461812,-6.22647091106491,"HLC-control","ENSG00000115325"
"GALNT3",-1.91367671970312,5.15237322963397,-3.32329727815515,0.00614879856882443,0.0391741969071257,-2.81124618437492,"HLC-control","ENSG00000115339"
"POLE4",-0.166676265013767,3.05624625634101,-0.577285073109043,0.574521487764815,0.701286428163543,-6.57315782167483,"HLC-control","ENSG00000115350"
"CCDC88A",-0.50074064020328,3.06225516665549,-1.03365708709382,0.32187510432983,0.476110445147265,-6.19853530764854,"HLC-control","ENSG00000115355"
"ACADL",3.5255272625618,-0.0745165243416458,3.89632104916155,0.00216235327662309,0.0229224157208284,-1.17542783500506,"HLC-control","ENSG00000115361"
"EVA1A",0.470305742852145,4.6685987633494,1.70334217317009,0.114489736031221,0.234071576564486,-5.63337383527996,"HLC-control","ENSG00000115363"
"MRPL19",-0.783072629459725,4.67367173802212,-3.04226937828403,0.0103337539526322,0.052480573135455,-3.33565957675096,"HLC-control","ENSG00000115364"
"LANCL1",-0.59110385230208,6.01437860181292,-2.35011525053029,0.0368959456673854,0.113312873735685,-4.61552519122733,"HLC-control","ENSG00000115365"
"WDR75",-0.00932669600351321,4.98830249147258,-0.031007008349669,0.975778644859593,0.986029351069778,-7.0474287942685,"HLC-control","ENSG00000115368"
"EFEMP1",0.642421759873618,7.13666154230186,1.36209706188883,0.198428840207805,0.341950841610643,-6.09580756327495,"HLC-control","ENSG00000115380"
"FANCL",0.107203636829624,3.45384806311547,0.245114485306155,0.810549530289506,0.874405907269047,-6.81446937053364,"HLC-control","ENSG00000115392"
"FN1",-0.995570597850236,15.0439228887908,-1.77131528638231,0.102127203855585,0.218163050883394,-4.78805508987951,"HLC-control","ENSG00000115414"
"STAT1",-1.4842134112835,6.80229293353356,-1.95599837764024,0.0743844243951068,0.177291600695771,-5.24000987946735,"HLC-control","ENSG00000115415"
"GLS",-0.446043306927212,6.91085849459303,-1.25409710797059,0.233915729409427,0.382809158935843,-6.20428624080811,"HLC-control","ENSG00000115419"
"PAPOLG",-0.435813668616838,3.18874596282548,-2.16296422676713,0.051652668141619,0.140349350941735,-4.63698213462553,"HLC-control","ENSG00000115421"
"DNAH6",1.24361897927525,-1.34859572948575,1.96452932407856,0.0732879503338163,0.175546528301594,-4.18588944664423,"HLC-control","ENSG00000115423"
"PECR",0.0462090408303104,2.03889266915572,0.0813812879206401,0.936493353276365,0.960975630456052,-6.52020618836498,"HLC-control","ENSG00000115425"
"UNC50",0.429228656555256,4.88490849103898,2.71421588843872,0.0189504305682322,0.0746472597433675,-3.95126112249938,"HLC-control","ENSG00000115446"
"IGFBP2",0.332702683588749,7.85048190565949,0.509663530588457,0.619619601255246,0.737288656563875,-6.76402785943587,"HLC-control","ENSG00000115457"
"ELMOD3",0.94241089640054,4.43844824197451,4.65504371217237,0.000570113177083333,0.0116588892893564,-0.361834762862998,"HLC-control","ENSG00000115459"
"IGFBP5",-6.03524543666947,5.95119756233123,-4.06496914611783,0.00159858306448254,0.0198660775650049,-1.26745732716543,"HLC-control","ENSG00000115461"
"USP34",-0.352164818632727,6.84031772015728,-2.6199789434579,0.0225405165137459,0.0833330649664773,-4.09783089159639,"HLC-control","ENSG00000115464"
"EFHD1",-2.10839389278519,3.5531460195642,-5.06365080087029,0.000286670871612263,0.00847413249442312,0.434606845339868,"HLC-control","ENSG00000115468"
"KCNJ13",2.21524178287908,1.0014597537315,2.15370109430783,0.0525122316362489,0.141647586219087,-4.14861762064816,"HLC-control","ENSG00000115474"
"CCT4",-0.776610125778208,6.87640346005538,-5.0712141724325,0.000283107029615613,0.00847413249442312,0.314824350246246,"HLC-control","ENSG00000115484"
"GGCX",-0.0984777003008546,5.90877294581069,-0.498168240724722,0.627457168621899,0.742870768776406,-6.932515870193,"HLC-control","ENSG00000115486"
"EHBP1",-0.712058730047909,5.10317055408518,-2.08847488169915,0.0589570637446398,0.15249716277028,-5.03831104351686,"HLC-control","ENSG00000115504"
"TXNDC9",-0.825939504176058,4.31577162912589,-2.78801075200635,0.0165378763319281,0.068906344085678,-3.7691607518308,"HLC-control","ENSG00000115514"
"COQ10B",-0.0540578787853567,4.60461255607025,-0.225255609743687,0.82560762812877,0.885805815831081,-6.99313337666344,"HLC-control","ENSG00000115520"
"SF3B1",0.2092580075754,8.57167988997076,0.882907107612485,0.394796901820329,0.547975427190361,-6.44064138780636,"HLC-control","ENSG00000115524"
"ST3GAL5",-1.6076138264643,0.213650137974071,-1.24200588726343,0.238188474690974,0.387103348889069,-5.44874133397811,"HLC-control","ENSG00000115525"
"CHST10",-0.10373358367789,1.585983967704,-0.128973781166512,0.899535596458986,0.937058840806229,-6.4453805391539,"HLC-control","ENSG00000115526"
"PDCL3",-0.141604693367424,3.12316345558164,-0.388225954337619,0.704714161346467,0.800012976419216,-6.71652124784175,"HLC-control","ENSG00000115539"
"MOB4",-0.363999936593808,4.84429607107972,-1.07237937150441,0.304845377987763,0.458775560247809,-6.4465253034439,"HLC-control","ENSG00000115540"
"HSPE1",0.768432996071779,5.33331955241375,1.28265161193542,0.224068901303204,0.371739265355395,-6.23229128325316,"HLC-control","ENSG00000115541"
"KDM3A",0.91291945139538,6.27441315897849,4.519378621511,0.000719850081196303,0.0132355148700028,-0.683673601870733,"HLC-control","ENSG00000115548"
"PLCD4",0.39310678215279,1.12987537637547,1.43947309930979,0.175835004006878,0.314829976996892,-5.30527543166544,"HLC-control","ENSG00000115556"
"CHMP3",-0.665573660690428,6.6845658638251,-2.97035908508835,0.0118044693274026,0.056456468372479,-3.47093853347986,"HLC-control","ENSG00000115561"
"ZNF142",-0.244827815797525,4.07797507962596,-1.49593471390769,0.160749026126974,0.296163640829586,-5.82082764021181,"HLC-control","ENSG00000115568"
"IL1R2",-3.08614890174704,2.4307855068935,-2.81622177713966,0.0156981011203994,0.0668735674574042,-3.31325014012334,"HLC-control","ENSG00000115590"
"IL1R1",0.90945764799307,8.19242598171671,2.34585680155389,0.0371815996836306,0.11396555229544,-4.49159022243848,"HLC-control","ENSG00000115594"
"WNT6",-0.239235736179703,2.02562720228116,-0.178805507317372,0.861102703700209,0.910165056756451,-6.41687252336793,"HLC-control","ENSG00000115596"
"IL1RL2",0.700275356053318,3.26303282862346,3.81457920533781,0.00250588402494778,0.0248088886663032,-1.657577377762,"HLC-control","ENSG00000115598"
"IL18R1",1.57638252996705,1.33270013419119,2.33141358037942,0.038166333256263,0.115926875006572,-3.94533157312378,"HLC-control","ENSG00000115604"
"FHL2",-0.543561194033548,6.42006151023061,-1.61830320733417,0.131815344610087,0.256912494045476,-5.76626589086841,"HLC-control","ENSG00000115641"
"MLPH",0.180961051912242,5.90878838876255,0.734867128333195,0.476673085827235,0.621214479142795,-6.78156202119371,"HLC-control","ENSG00000115648"
"CNPPD1",0.149054899649134,4.63919836157661,1.05025093296559,0.314492947056756,0.468611932872961,-6.4457122328778,"HLC-control","ENSG00000115649"
"UXS1",-0.350759398042254,4.93929277320447,-1.90578877567203,0.0811497095517304,0.18723066685588,-5.33657738050423,"HLC-control","ENSG00000115652"
"ABCB6",2.30806469950187,4.4878508182105,5.26497304039798,0.000206040403654222,0.00763357118870476,0.719309115978422,"HLC-control","ENSG00000115657"
"STK16",0.442557846034355,4.81334889710644,2.25432343996956,0.043858992386127,0.12691823182043,-4.74148914335879,"HLC-control","ENSG00000115661"
"HDLBP",-0.207318293809914,9.75814570512714,-1.00180244477439,0.336402738299251,0.490655547633586,-6.20202989666171,"HLC-control","ENSG00000115677"
"PPP1R7",-0.255147516286011,5.25793164587457,-1.35235807471597,0.201436069275115,0.345428019997203,-6.14379216413687,"HLC-control","ENSG00000115685"
"PASK",0.117485882887538,2.85612881760861,0.315270884731635,0.758023673531947,0.8381072019759,-6.62956218667591,"HLC-control","ENSG00000115687"
"STK25",0.356525388716436,7.00803867235704,1.86420809358188,0.0871741747614449,0.196589748959131,-5.34871825960375,"HLC-control","ENSG00000115694"
"PROC",1.55225378123291,1.0890930585118,1.40413856111907,0.185870353604988,0.327368377663586,-5.47398927446895,"HLC-control","ENSG00000115718"
"ID2",3.01504808655858,4.97010142083191,5.58467034798269,0.000123386399639575,0.00636256143682716,1.25653542847618,"HLC-control","ENSG00000115738"
"TAF1B",-0.872193555252031,3.45001217836422,-2.64842048986658,0.0213918725231403,0.0807992133430324,-3.85168266073802,"HLC-control","ENSG00000115750"
"HPCAL1",0.431631689200704,2.72521349910404,0.734206452899621,0.477060862290535,0.621523235270748,-6.37859656782002,"HLC-control","ENSG00000115756"
"ODC1",-0.0967010333397775,4.68465240333028,-0.269487082364049,0.792177264496893,0.86258810094718,-7.00547227023057,"HLC-control","ENSG00000115758"
"BIRC6",-0.803838061634926,6.46926095302134,-4.41314407734429,0.000865505525864466,0.014471215246294,-0.860503794650335,"HLC-control","ENSG00000115760"
"NOL10",-0.150885413175243,4.30502319156678,-0.829175781173519,0.423348256794199,0.574596799358191,-6.6079829854469,"HLC-control","ENSG00000115761"
"PLEKHB2",-0.645331005980715,5.42310454486418,-2.5588255175042,0.025218519571883,0.0892575285177112,-4.25410748566059,"HLC-control","ENSG00000115762"
"GORASP2",-0.199901371384596,6.61919146049849,-1.20208632931953,0.252737741190787,0.402001859852612,-6.2880852522704,"HLC-control","ENSG00000115806"
"STRN",-0.914909002319376,5.23182907230002,-3.34536986680671,0.00590379970197624,0.0385811497832,-2.80968982273171,"HLC-control","ENSG00000115808"
"CEBPZ",-0.308170229448233,5.00215241773692,-2.4128787204552,0.0329229117960352,0.105606779439608,-4.49834622024,"HLC-control","ENSG00000115816"
"PRKD3",-0.639255266570268,5.64013051294076,-2.01622664611675,0.0669567104248592,0.165929873284612,-5.17634935194593,"HLC-control","ENSG00000115825"
"DCAF17",-0.348361218105598,4.11532717273057,-1.76585657033515,0.103073916938462,0.219366409130299,-5.43976695513258,"HLC-control","ENSG00000115827"
"QPCT",-1.80451586617223,4.57038577883931,-3.24114378936907,0.00715476592229147,0.0425382363094498,-2.92989077903943,"HLC-control","ENSG00000115828"
"RAB3GAP1",-0.609735617303292,6.21259629180621,-2.64383066996535,0.021573273706555,0.0811897230399369,-4.09433511938602,"HLC-control","ENSG00000115839"
"SLC25A12",-0.291962197581825,3.62099928723009,-1.33123975979348,0.208086018049936,0.353032212917677,-5.95047708089889,"HLC-control","ENSG00000115840"
"RMDN2",-0.0811006378436472,1.11984482389473,-0.262664414913041,0.797307649074903,0.865345363730219,-6.29381196825931,"HLC-control","ENSG00000115841"
"DARS",0.353886811943459,6.59663099904889,2.02333601659054,0.0661268490916186,0.164556801244761,-5.13874376447902,"HLC-control","ENSG00000115866"
"SRSF7",0.0961372116378518,5.87653583630093,0.305592190921981,0.76520217329976,0.843332003835242,-7.01134769084026,"HLC-control","ENSG00000115875"
"SDC1",-1.40410626606752,7.25154308145059,-3.48461553781784,0.00457076193259756,0.0331130558789715,-2.45714674080513,"HLC-control","ENSG00000115884"
"SLC1A4",-0.285933591327808,2.60282110785381,-0.343525312379798,0.737204708855279,0.822676953458308,-6.6731351200898,"HLC-control","ENSG00000115902"
"SOS1",-0.371623515353619,5.75013310192512,-1.76106942404299,0.103910633876044,0.220304681318421,-5.58011168019017,"HLC-control","ENSG00000115904"
"KYNU",1.45821400526753,2.36834639825114,2.29963017955975,0.0404220839423718,0.120186478548746,-4.19724364630355,"HLC-control","ENSG00000115919"
"WIPF1",1.2978422774823,3.81856572508721,2.57583626877034,0.0244438673593585,0.0876233734309828,-3.95255077051737,"HLC-control","ENSG00000115935"
"ORC2",-0.278045389230119,4.56736383274751,-1.40636232467254,0.185224952349462,0.326585249203627,-6.01323243591604,"HLC-control","ENSG00000115942"
"COX7A2L",0.244487964565852,6.2536274301637,1.06617293688257,0.307528633159816,0.461468338594627,-6.46547062023721,"HLC-control","ENSG00000115944"
"PNO1",-0.0851149951273169,3.37510655203346,-0.1931920581487,0.850071214457619,0.90242249028497,-6.80552623302075,"HLC-control","ENSG00000115946"
"ORC4",0.120688153645773,4.4006608095393,0.626577034672282,0.542786313588706,0.675524249233512,-6.78231927498228,"HLC-control","ENSG00000115947"
"RND3",0.0604667480285954,7.5867085759277,0.102320824949528,0.920208376936802,0.949957412242875,-6.91034575250441,"HLC-control","ENSG00000115963"
"ATF2",0.212578927978044,4.99540664549005,1.12850399085844,0.281375563663732,0.433139919843123,-6.38779213290753,"HLC-control","ENSG00000115966"
"THADA",-0.0407647614161784,4.81984499856389,-0.303637276207448,0.766654893199869,0.84435530431363,-6.96983233984071,"HLC-control","ENSG00000115970"
"AAK1",-0.28475934446268,5.82988526827133,-2.21872236742206,0.0467531230109559,0.131974454634643,-4.84947905634399,"HLC-control","ENSG00000115977"
"TRAK2",-0.703487644482004,6.11865511489251,-3.16907261533455,0.00817355113715042,0.0458274474264593,-3.13509197148487,"HLC-control","ENSG00000115993"
"C2orf42",0.31575759711857,3.04618125307095,1.55415951797378,0.146362830144546,0.276725549883822,-5.51793276850951,"HLC-control","ENSG00000115998"
"TIA1",0.370197298002744,6.21926718829964,1.23053481882504,0.242299393922699,0.391309731109893,-6.28764249176887,"HLC-control","ENSG00000116001"
"PCYOX1",-0.427887525391397,6.88989347592243,-2.19681692168965,0.0486230393292574,0.135157478035643,-4.82554060149196,"HLC-control","ENSG00000116005"
"EPAS1",-2.12961196420154,8.96682603632996,-4.51473739316005,0.000725646855599643,0.0133134035727261,-0.461748038779614,"HLC-control","ENSG00000116016"
"ARID3A",0.502132932977198,7.48379388903622,1.75199102449236,0.105514138435162,0.222613974984447,-5.48466380911534,"HLC-control","ENSG00000116017"
"SUMO1",-0.302794997602112,6.22549381880532,-1.48056859731344,0.16474150796869,0.301204613243706,-5.96206234996025,"HLC-control","ENSG00000116030"
"GRIN3B",0.074502294659056,-0.310449059642198,0.125512731938392,0.902216075967114,0.939160528510056,-6.00928040050571,"HLC-control","ENSG00000116032"
"ATP6V1B1",1.98238527860024,-0.621194695585465,3.35948495080588,0.00575233927407076,0.0380954963484253,-2.06049998380728,"HLC-control","ENSG00000116039"
"NFE2L2",-0.235171157757026,6.05867531537928,-1.14092155886998,0.276374586377175,0.427850703309708,-6.3935906827323,"HLC-control","ENSG00000116044"
"MSH6",-0.166557513979541,6.04113826055702,-0.821424945212475,0.42757727445743,0.578430130034737,-6.7075324722251,"HLC-control","ENSG00000116062"
"PLEKHA3",-0.0800094495122758,4.18686445564918,-0.347695348832394,0.734149972166938,0.820367986366228,-6.86144698735901,"HLC-control","ENSG00000116095"
"SPR",0.067600728352978,3.62028713944046,0.268327903171839,0.793048213218477,0.862894575749804,-6.83192226546444,"HLC-control","ENSG00000116096"
"EPHA4",0.311154716459279,4.29549221607828,0.738686124033516,0.474435393726532,0.618888111214669,-6.61298807739564,"HLC-control","ENSG00000116106"
"PARD3B",0.458125905894222,-1.00106089311122,0.630903085362954,0.540048809399313,0.673646785881096,-5.76704433083077,"HLC-control","ENSG00000116117"
"FARSB",0.0315940004679529,4.93474539842233,0.0781999492154485,0.93897034929772,0.962900884205602,-7.04344821481067,"HLC-control","ENSG00000116120"
"ALMS1",-0.617510316582894,3.78818636555749,-3.22647652278592,0.0073511574332674,0.0431949797445723,-2.8715238892751,"HLC-control","ENSG00000116127"
"BCL9",-0.776087613294766,4.54353874078407,-3.77691845933253,0.00268259553165804,0.0254740317914853,-1.95562161916493,"HLC-control","ENSG00000116128"
"DHCR24",-2.47017794814751,3.71656173889021,-1.91180244486107,0.0803106547606204,0.185817510487713,-5.21568939666655,"HLC-control","ENSG00000116133"
"DNAJC16",-0.033058685047398,4.38601661613826,-0.257491492148958,0.80120411328169,0.868418709455297,-6.92881916385405,"HLC-control","ENSG00000116138"
"TNR",1.21769111611947,-1.4704215313823,1.63295211091902,0.128675833161556,0.252570286957618,-4.69523817605797,"HLC-control","ENSG00000116147"
"MORN1",0.829782050264277,2.90466382184183,3.30980869051486,0.00630356560368858,0.0398096381562249,-2.51225751300286,"HLC-control","ENSG00000116151"
"GPX7",0.651038044361028,5.73678439154524,1.73739115774978,0.108139394765709,0.225602278940503,-5.61740471698414,"HLC-control","ENSG00000116157"
"CACYBP",-0.322297679596098,5.25963148363116,-1.44974140940741,0.173005626123947,0.311706170874028,-6.01827053594701,"HLC-control","ENSG00000116161"
"SCP2",-0.351168973408882,5.82867771902275,-1.47322891608911,0.166678107724354,0.30367648224817,-5.98802770074092,"HLC-control","ENSG00000116171"
"PAPPA2",1.15639522874157,-0.585127236209894,1.51226657713652,0.156596424416928,0.290966299391236,-4.9293938857397,"HLC-control","ENSG00000116183"
"RALGPS2",-1.92223078477576,4.4548647981121,-4.52428541628551,0.000713774118952265,0.0132055657558834,-0.587406432307635,"HLC-control","ENSG00000116191"
"CEP104",-0.50470341055347,4.89846834532732,-3.35698507682324,0.00577887373699415,0.0381738827654005,-2.77093388449142,"HLC-control","ENSG00000116198"
"FAM20B",-0.715817846025642,5.47518720154106,-2.88463275798308,0.0138332097588518,0.0619077850867858,-3.66647741433289,"HLC-control","ENSG00000116199"
"TCEANC2",-0.198111667867044,3.40157366565518,-1.09613381977901,0.294737773328611,0.447694582491446,-6.13969632075148,"HLC-control","ENSG00000116205"
